"ID","Month","Monthly"
"1",1,20.364576310385
"2",1,18.9413480561459
"3",1,12.9497522831429
"4",1,36.3947228526231
"5",1,12.3540735926712
"6",1,5.17060924612451
"7",1,19.4604033173528
"8",1,NA
"9",1,6.95694804335944
"10",1,109.478500557714
"11",1,30.374382174178
"12",1,2.02823335696012
"13",1,50.7429888099432
"14",1,32.3102492548525
"15",1,25.1823552963324
"16",1,19.2416706127115
"17",1,61.6214171677362
"18",1,30.5643417013343
"19",1,102.628165478306
"20",1,6.04071132573299
"21",1,12.1604598959908
"22",1,26.6653525527101
"23",1,15.0416692594299
"24",1,8.94462309172377
"25",1,52.8972288320074
"26",1,5.73004277427681
"27",1,3.05417612122837
"28",1,29.7842681218637
"29",1,28.7157003603876
"30",1,43.1696925425204
"31",1,14.4339061074425
"32",1,25.498620865494
"33",1,NA
"34",1,11.6119577164762
"35",1,22.8970442868769
"36",1,9.29439189126715
"37",1,38.6423121552449
"38",1,17.942300893832
"39",1,68.2320230975747
"40",1,8.68742651247885
"41",1,20.7383700404316
"42",1,30.3001032724045
"43",1,13.5526194128674
"44",1,9.10508629800752
"45",1,76.2503438716521
"46",1,32.5484302856028
"47",1,9.36097349531483
"48",1,NA
"49",1,60.1118843341013
"50",1,23.1162358162925
"51",1,8.7763715490466
"52",1,39.5966594042722
"53",1,2.02123667211272
"54",1,26.509880822408
"55",1,2.94177713629324
"56",1,99.319806709094
"57",1,2.00727169038728
"58",1,14.8300807038322
"59",1,2.85162405422889
"60",1,59.1678494137479
"61",1,21.5684082617983
"62",1,77.472399972612
"63",1,12.9502808571793
"64",1,1.0426708689658
"65",1,44.175355783035
"66",1,48.3017440664116
"67",1,35.9071321674855
"68",1,25.692747290805
"69",1,26.4220139980316
"70",1,2.97584102482069
"71",1,43.7181204890367
"72",1,13.0972748358035
"73",1,69.204485079227
"74",1,54.1487699601799
"75",1,42.0717924393248
"76",1,51.3081749214325
"77",1,4.0270782796666
"78",1,6.21010548714548
"79",1,32.7372267093742
"80",1,5.0806268567685
"81",1,16.2244260884821
"82",1,33.6286300806096
"83",1,52.4494349038228
"84",1,31.7131276126485
"85",1,12.5401855649427
"86",1,22.9899153308943
"87",1,27.8602692686953
"88",1,13.8036212094128
"89",1,14.3954379636794
"90",1,30.1805884158239
"91",1,69.8204026984982
"92",1,13.8467402834445
"93",1,7.21888386171777
"94",1,22.6569350781385
"95",1,26.3590542814229
"96",1,3.03831127316225
"97",1,66.6723150670528
"98",1,38.3646528531332
"99",1,3.83614018158987
"100",1,1.96233474379405
"101",1,15.3897341724951
"102",1,15.4848346844316
"103",1,13.4607383506605
"104",1,3.88410878991708
"105",1,15.7118904884905
"106",1,2.08653708286583
"107",1,37.3278953330126
"108",1,9.18425343402196
"109",1,NA
"110",1,35.8071523071732
"111",1,NA
"112",1,16.7664662729949
"113",1,12.6257227179827
"114",1,38.2306447306182
"115",1,5.91164251165465
"116",1,23.6500432580709
"117",1,18.891072038305
"118",1,29.2021050337935
"119",1,37.351703790226
"120",1,61.830376714468
"121",1,3.14043518181425
"122",1,11.4715290868655
"123",1,8.82344208746217
"124",1,45.577520894818
"125",1,32.0996651386842
"126",1,5.82858039275743
"127",1,15.4256287381053
"128",1,33.7514287984231
"129",1,0.966177755850367
"130",1,5.80434527476318
"131",1,18.772082553315
"132",1,94.962309931498
"133",1,23.2637155242497
"134",1,14.6567970038857
"135",1,25.1302302008495
"136",1,27.0442094545579
"137",1,33.1419262930751
"138",1,5.08464955154341
"139",1,18.2157881932333
"140",1,NA
"141",1,4.89224621991161
"142",1,25.3593974897638
"143",1,27.5263143632328
"144",1,19.7760409386829
"145",1,19.7922210052144
"146",1,97.6161722277291
"147",1,32.7789966376033
"148",1,45.6794341487344
"149",1,NA
"150",1,26.9412954169326
"151",1,91.4503536678851
"152",1,86.6197178833187
"153",1,15.9662098605186
"154",1,13.4627814934356
"155",1,16.5164933066815
"156",1,20.6116459136829
"157",1,4.81953620666172
"158",1,34.2329472221434
"159",1,19.637968297489
"160",1,23.0336475413758
"161",1,80.2775504345074
"162",1,37.4957484945189
"163",1,26.1663445805665
"164",1,32.1712680511409
"165",1,14.4246660025325
"166",1,19.7505355561851
"167",1,12.9827521033818
"168",1,12.3816279709339
"169",1,12.7191693699919
"170",1,NA
"171",1,25.4721899413969
"172",1,5.08659968699794
"173",1,91.9208086654544
"174",1,19.1850683036027
"175",1,NA
"176",1,14.4171033441089
"177",1,12.6681588266976
"178",1,24.0915494615212
"179",1,3.09315550003666
"180",1,1.99389049829915
"181",1,13.2364674414042
"182",1,8.78488613460213
"183",1,19.1025962194428
"184",1,52.5354251414537
"185",1,19.3333613299532
"186",1,13.1740348933963
"187",1,3.96450762692839
"188",1,23.8515219266992
"189",1,NA
"190",1,17.2018968015444
"191",1,58.4017157908529
"192",1,4.1575742370449
"193",1,32.8984688284807
"194",1,7.04797167542856
"195",1,87.7148399425671
"196",1,13.2705687750131
"197",1,68.4101179869845
"198",1,8.9424362456426
"199",1,1.02697868822142
"200",1,69.2576489738887
"201",1,NA
"202",1,18.1342361428309
"203",1,24.8469674248248
"204",1,27.5398095483892
"205",1,23.8353120133979
"206",1,17.4203175624367
"207",1,12.5020043744706
"208",1,2.05127663114108
"209",1,32.6056728940457
"210",1,41.8088148431852
"211",1,1.01072536990978
"212",1,2.94578080591746
"213",1,NA
"214",1,95.4149134852225
"215",1,26.1239204829326
"216",1,0.983595125493594
"217",1,6.65422735745087
"218",1,37.8936016114661
"219",1,4.03986493172124
"220",1,26.667554538697
"221",1,NA
"222",1,21.6801697013434
"223",1,32.2949027836323
"224",1,13.5562011706177
"225",1,24.5919407939538
"226",1,18.3037322611082
"227",1,21.0676074838266
"228",1,91.0360240888782
"229",1,26.0451899672626
"230",1,22.3009468941018
"231",1,37.9270491195377
"232",1,25.8353033463936
"233",1,33.5568806625903
"234",1,21.1134347542655
"235",1,10.9960454657907
"236",1,24.1759703457355
"237",1,6.25093915374018
"238",1,24.7850961964577
"239",1,3.01661157121416
"240",1,21.0817228609696
"241",1,14.82196158031
"242",1,18.4976604481693
"243",1,49.1054395858431
"244",1,99.2828515470261
"245",1,10.7420758082997
"246",1,13.3185210406315
"247",1,7.0406267799437
"248",1,36.1848423960619
"249",1,17.324345623143
"250",1,33.0669213232817
"251",1,12.6961379887303
"252",1,78.4670352283865
"253",1,28.9266546551138
"254",1,0.969566305400804
"255",1,52.4390182534698
"256",1,9.27250921223313
"257",1,28.8140314399032
"258",1,6.24810489155352
"259",1,3.87380137536675
"260",1,18.4637243581004
"261",1,1.01154320263304
"262",1,15.4677758709295
"263",1,3.8422394211404
"264",1,23.6786576718092
"265",1,8.93729987258557
"266",1,7.01530473807361
"267",1,19.8301766006509
"268",1,38.7387576416601
"269",1,32.7757854998112
"270",1,9.96432796353474
"271",1,28.7033108566888
"272",1,17.9337121969555
"273",1,3.03909088305663
"274",1,6.24424564009532
"275",1,28.6114682615735
"276",1,24.1666881401092
"277",1,6.08288470166735
"278",1,13.1375102317659
"279",1,13.2748076956486
"280",1,49.8098715653876
"281",1,26.7443911973387
"282",1,32.815707361442
"283",1,8.80259521615226
"284",1,6.12027291823179
"285",1,5.78274318259209
"286",1,31.4234330831096
"287",1,6.92352677276358
"288",1,8.7675460340688
"289",1,56.5590743115172
"290",1,13.1507722995477
"291",1,64.9022066736361
"292",1,8.33434722106904
"293",1,10.7390913836425
"294",1,32.6182213422842
"295",1,27.0828594555613
"296",1,22.4810234853532
"297",1,NA
"298",1,17.8769297780469
"299",1,42.7307847714517
"300",1,69.5531003823504
"301",1,15.8289313949645
"302",1,91.8091286054347
"303",1,NA
"304",1,38.5500140760094
"305",1,1.95868166475557
"306",1,16.7376418333501
"307",1,11.3738658098271
"308",1,18.0550898159388
"309",1,59.308719266695
"310",1,51.1425229674205
"311",1,11.9502184971236
"312",1,96.1655992255546
"313",1,8.22333453483879
"314",1,29.8585502065485
"315",1,8.65178780516144
"316",1,3.87876938283443
"317",1,19.2210096865892
"318",1,51.6853706126567
"319",1,23.4485860297456
"320",1,9.34267562739551
"321",1,10.9755881267367
"322",1,60.7807651943993
"323",1,53.1858521438437
"324",1,58.7422163311858
"325",1,75.6520891110413
"326",1,24.4914894731482
"327",1,16.2517541065812
"328",1,25.9223647485022
"329",1,6.21544578401372
"330",1,84.3863411725499
"331",1,13.0291987332515
"332",1,13.5421062135836
"333",1,11.4453877789434
"334",1,31.8964177504182
"335",1,15.5900637213141
"336",1,3.966200780496
"337",1,32.5155176997883
"338",1,18.6189629502129
"339",1,26.0146651546936
"340",1,18.658608959103
"341",1,31.9801251374418
"342",1,27.1401190401986
"343",1,43.9086327634053
